iterationName,context_id,gameid,time,trialNum,repNum,targetImg,timeFromMessage,clickedObj,correct,fullContext
testing,63,9475-dad5ed1a-d420-42fe-8523-f49692fce984,1.569515456065e+12,0,0,COCO_val2014_000000571804.jpg,2026,target,true,"[{""url"":""COCO_val2014_000000426611.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000579970.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000006460.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000571804.jpg"",""targetStatus"":""target""}]"
testing,63,9475-dad5ed1a-d420-42fe-8523-f49692fce984,1.569515465502e+12,1,0,COCO_val2014_000000006460.jpg,1457,target,true,"[{""url"":""COCO_val2014_000000571804.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000426611.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000579970.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000006460.jpg"",""targetStatus"":""target""}]"
testing,63,9475-dad5ed1a-d420-42fe-8523-f49692fce984,1.569515474795e+12,2,0,COCO_val2014_000000579970.jpg,1599,target,true,"[{""url"":""COCO_val2014_000000571804.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000426611.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000006460.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000579970.jpg"",""targetStatus"":""target""}]"
testing,63,9475-dad5ed1a-d420-42fe-8523-f49692fce984,1.569515483601e+12,3,0,COCO_val2014_000000426611.jpg,2009,target,true,"[{""url"":""COCO_val2014_000000571804.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000579970.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000006460.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000426611.jpg"",""targetStatus"":""target""}]"
testing,63,9475-dad5ed1a-d420-42fe-8523-f49692fce984,1.569515493206e+12,4,1,COCO_val2014_000000579970.jpg,2226,target,true,"[{""url"":""COCO_val2014_000000571804.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000426611.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000006460.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000579970.jpg"",""targetStatus"":""target""}]"
testing,63,9475-dad5ed1a-d420-42fe-8523-f49692fce984,1.569515502014e+12,5,1,COCO_val2014_000000571804.jpg,1338,target,true,"[{""url"":""COCO_val2014_000000426611.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000579970.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000006460.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000571804.jpg"",""targetStatus"":""target""}]"
testing,63,9475-dad5ed1a-d420-42fe-8523-f49692fce984,1.569515511243e+12,6,1,COCO_val2014_000000006460.jpg,1683,target,true,"[{""url"":""COCO_val2014_000000571804.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000426611.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000579970.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000006460.jpg"",""targetStatus"":""target""}]"
testing,63,9475-dad5ed1a-d420-42fe-8523-f49692fce984,1.569515521951e+12,7,1,COCO_val2014_000000426611.jpg,3228,target,true,"[{""url"":""COCO_val2014_000000571804.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000579970.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000006460.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000426611.jpg"",""targetStatus"":""target""}]"
testing,63,9475-dad5ed1a-d420-42fe-8523-f49692fce984,1.569515530413e+12,8,2,COCO_val2014_000000571804.jpg,855,target,true,"[{""url"":""COCO_val2014_000000426611.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000579970.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000006460.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000571804.jpg"",""targetStatus"":""target""}]"
testing,63,9475-dad5ed1a-d420-42fe-8523-f49692fce984,1.56951554108e+12,9,2,COCO_val2014_000000006460.jpg,3233,target,true,"[{""url"":""COCO_val2014_000000571804.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000426611.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000579970.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000006460.jpg"",""targetStatus"":""target""}]"
testing,63,9475-dad5ed1a-d420-42fe-8523-f49692fce984,1.569515549669e+12,10,2,COCO_val2014_000000426611.jpg,1075,target,true,"[{""url"":""COCO_val2014_000000571804.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000579970.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000006460.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000426611.jpg"",""targetStatus"":""target""}]"
testing,63,9475-dad5ed1a-d420-42fe-8523-f49692fce984,1.569515558503e+12,11,2,COCO_val2014_000000579970.jpg,1334,target,true,"[{""url"":""COCO_val2014_000000571804.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000426611.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000006460.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000579970.jpg"",""targetStatus"":""target""}]"
testing,63,9475-dad5ed1a-d420-42fe-8523-f49692fce984,1.569515567281e+12,12,3,COCO_val2014_000000571804.jpg,1163,target,true,"[{""url"":""COCO_val2014_000000426611.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000579970.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000006460.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000571804.jpg"",""targetStatus"":""target""}]"
testing,54,2837-8124bc31-8c9d-4fe6-a43f-837e43e2073f,1.569515577284e+12,0,0,COCO_val2014_000000462006.jpg,5411,target,true,"[{""url"":""COCO_val2014_000000251936.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000410114.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000099115.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000462006.jpg"",""targetStatus"":""target""}]"
