iterationName,context_id,gameid,time,trialNum,repNum,targetImg,timeFromMessage,clickedObj,correct,fullContext
testing,64,4421-667ad8d3-a19e-4190-89f9-5a75953fb983,1.555218379009e+12,1,,,,distr2,false,"{""stimuli"":[{""url"":""COCO_val2014_000000363922.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000350855.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000182170.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000447854.jpg"",""targetStatus"":""target""}],""roles"":{""3930-83f4c976-b1da-47f7-b24e-158ada83ec05"":""speaker"",""5796-b0955a6e-b1df-4a4c-932c-4501ff828e23"":""listener""}}"
testing,64,4421-667ad8d3-a19e-4190-89f9-5a75953fb983,1.555218467785e+12,2,,,,target,false,"{""stimuli"":[{""url"":""COCO_val2014_000000447854.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000363922.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000350855.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000182170.jpg"",""targetStatus"":""target""}],""roles"":{""3930-83f4c976-b1da-47f7-b24e-158ada83ec05"":""speaker"",""5796-b0955a6e-b1df-4a4c-932c-4501ff828e23"":""listener""}}"
testing,84,2703-48a7e359-2582-4e59-b122-de75c8a43b67,1.555218882954e+12,1,0,COCO_val2014_000000580847.jpg,,distr2,false,"[{""url"":""COCO_val2014_000000501898.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000191721.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000284220.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000580847.jpg"",""targetStatus"":""target""}]"
testing,6,2197-781c2304-d2e4-4d29-9f31-7a3133e20de5,1.555219192823e+12,0,0,COCO_val2014_000000472399.jpg,,target,true,"[{""url"":""COCO_val2014_000000420914.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000326081.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000334321.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000472399.jpg"",""targetStatus"":""target""}]"
testing,6,2197-781c2304-d2e4-4d29-9f31-7a3133e20de5,1.555219201906e+12,1,0,COCO_val2014_000000334321.jpg,,target,true,"[{""url"":""COCO_val2014_000000472399.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000420914.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000326081.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000334321.jpg"",""targetStatus"":""target""}]"
testing,6,2197-781c2304-d2e4-4d29-9f31-7a3133e20de5,1.555219214331e+12,2,0,COCO_val2014_000000326081.jpg,,target,true,"[{""url"":""COCO_val2014_000000472399.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000420914.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000334321.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000326081.jpg"",""targetStatus"":""target""}]"
testing,6,2197-781c2304-d2e4-4d29-9f31-7a3133e20de5,1.555219222962e+12,3,0,COCO_val2014_000000420914.jpg,,target,true,"[{""url"":""COCO_val2014_000000472399.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000326081.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000334321.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000420914.jpg"",""targetStatus"":""target""}]"
testing,6,2197-781c2304-d2e4-4d29-9f31-7a3133e20de5,1.555219237163e+12,4,1,COCO_val2014_000000334321.jpg,,target,true,"[{""url"":""COCO_val2014_000000472399.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000420914.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000326081.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000334321.jpg"",""targetStatus"":""target""}]"
testing,6,2197-781c2304-d2e4-4d29-9f31-7a3133e20de5,1.555219246936e+12,5,1,COCO_val2014_000000326081.jpg,,distr1,false,"[{""url"":""COCO_val2014_000000472399.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000420914.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000334321.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000326081.jpg"",""targetStatus"":""target""}]"
testing,6,2197-781c2304-d2e4-4d29-9f31-7a3133e20de5,1.555219261307e+12,6,1,COCO_val2014_000000420914.jpg,,distr0,false,"[{""url"":""COCO_val2014_000000472399.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000326081.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000334321.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000420914.jpg"",""targetStatus"":""target""}]"
