iterationName,context_id,gameid,time,trialNum,repNum,targetImg,msg,timeFromRoundStart
testing,3,9734-d03dd061-3b70-4539-ad59-615fdb757c30,1.556656625643e+12,0,0,"{""url"":""COCO_val2014_000000396542.jpg"",""targetStatus"":""target""}",asdf,247
testing,62,8784-a9362cf0-a968-4d28-8575-ffafc120a7d8,1.556657017554e+12,0,0,"{""url"":""COCO_val2014_000000300322.jpg"",""targetStatus"":""target""}",asdf,234
testing,55,9705-946638ab-4c46-4b86-bf2f-6a6eb4d073aa,1.556657276932e+12,0,0,"{""url"":""COCO_val2014_000000149832.jpg"",""targetStatus"":""target""}",asdf,206
testing,34,8405-cf2f849d-67da-48ea-bafc-1e386181e80f,1.556657312162e+12,0,0,"{""url"":""COCO_val2014_000000250758.jpg"",""targetStatus"":""target""}",asdf,215
testing,24,1019-cb067329-62d7-4635-a6cb-13db0115176c,1.556657443771e+12,0,0,"{""url"":""COCO_val2014_000000099553.jpg"",""targetStatus"":""target""}",asdf,228
testing,27,9054-b08d6818-d4fa-412b-91dc-1adf6ba8241a,1.556660530418e+12,0,0,"{""url"":""COCO_val2014_000000344762.jpg"",""targetStatus"":""target""}",asdf,307
testing,88,4243-29255857-6500-4111-a096-9deae787f9d7,1.556660590556e+12,0,0,"{""url"":""COCO_val2014_000000278973.jpg"",""targetStatus"":""target""}",asdf,199
testing,22,9107-511a13fc-670d-4e78-ab54-5eddf26850fe,1.556668649053e+12,0,0,"{""url"":""COCO_val2014_000000000073.jpg"",""targetStatus"":""target""}",asdf,201
testing,77,5023-e3569e55-6aa7-4d55-a7e2-79681aea03fc,1.556668667685e+12,0,0,"{""url"":""COCO_val2014_000000212545.jpg"",""targetStatus"":""target""}",asdf,242
testing,48,6508-53f733d1-e3d8-42a9-8305-6f32134fc51a,1.556668827686e+12,0,0,"{""url"":""COCO_val2014_000000271177.jpg"",""targetStatus"":""target""}",asdf?,497
testing,46,7752-1d132d3e-4d0c-4d4f-ae60-156f1b4657e4,1.556668961686e+12,0,0,"{""url"":""COCO_val2014_000000129699.jpg"",""targetStatus"":""target""}",asdf!,433
testing,64,9174-054f94e9-f662-4164-a2d9-ba3ca830bfea,1.556669148882e+12,0,0,"{""url"":""COCO_val2014_000000363922.jpg"",""targetStatus"":""target""}",asdf,194
testing,27,5680-b89b04d3-37a1-49b3-97b7-935a2b016929,1.556669179755e+12,0,0,"{""url"":""COCO_val2014_000000344762.jpg"",""targetStatus"":""target""}",asdf,202
testing,54,0492-2741f94b-4d42-436c-8db7-b78fba400e77,1.556669234306e+12,0,0,"{""url"":""COCO_val2014_000000247378.jpg"",""targetStatus"":""target""}",asdf,202
testing,14,3897-2b6a3d58-862e-4ffa-b5fb-cb1425123b94,1.556669317356e+12,0,0,"{""url"":""COCO_val2014_000000050962.jpg"",""targetStatus"":""target""}",asdf,213
testing,16,9412-4313ac55-9dca-4117-a2cc-50302eb2ece8,1.556669351555e+12,0,0,"{""url"":""COCO_val2014_000000023489.jpg"",""targetStatus"":""target""}",asdf,206
testing,92,9286-bb7e95b2-0463-4051-a63f-4a30712bd3c8,1.556669539225e+12,0,0,"{""url"":""COCO_val2014_000000194903.jpg"",""targetStatus"":""target""}",asdf,181
testing,86,5674-74ecbdaf-3af0-4440-9396-fc5bf286f726,1.556669627091e+12,0,0,"{""url"":""COCO_val2014_000000098268.jpg"",""targetStatus"":""target""}",asdf,227
testing,41,0404-a7555912-19ca-47ad-bcac-fec9fad5d221,1.556669741511e+12,0,0,"{""url"":""COCO_val2014_000000174457.jpg"",""targetStatus"":""target""}",asdf,294
testing,19,4888-6a6a04bd-dd9d-4e8c-b8a4-8463df7f6e98,1.556669799654e+12,0,0,"{""url"":""COCO_val2014_000000306889.jpg"",""targetStatus"":""target""}",asdf,261
testing,34,1897-8ea9f547-94fc-4968-a865-72a58f51de16,1.556669988097e+12,0,0,"{""url"":""COCO_val2014_000000090058.jpg"",""targetStatus"":""target""}",asdf,218
testing,50,3795-9565b637-e9a3-44e7-ad6b-2e718913cf7b,1.556670081038e+12,0,0,"{""url"":""COCO_val2014_000000236189.jpg"",""targetStatus"":""target""}",asdf,220
testing,35,5185-8bef5bc5-c097-4177-a8ff-8b0fd4ebf4ad,1.556670123837e+12,0,0,"{""url"":""COCO_val2014_000000213224.jpg"",""targetStatus"":""target""}",left one,607
testing,92,5618-d40710a4-faed-45c2-998f-0ee1369ada31,1.55667020933e+12,0,0,"{""url"":""COCO_val2014_000000281500.jpg"",""targetStatus"":""target""}",asdf,259
testing,85,7199-0108fe56-203d-4c3b-a54d-9cf95337200c,1.556670254407e+12,0,0,"{""url"":""COCO_val2014_000000346968.jpg"",""targetStatus"":""target""}",asdf,222
testing,84,9783-2f9d2d70-95ec-45c3-a8b0-38e9ea789e63,1.556670435697e+12,0,0,"{""url"":""COCO_val2014_000000580847.jpg"",""targetStatus"":""target""}",asdf,230
testing,2,5514-60d73ec3-a990-4343-a307-03497792bcac,1.556671498356e+12,0,0,"{""url"":""COCO_val2014_000000355179.jpg"",""targetStatus"":""target""}",asdf,241
testing,74,5054-047e8a52-5408-41d1-aef1-24b9826890a9,1.556671706623e+12,0,0,"{""url"":""COCO_val2014_000000057359.jpg"",""targetStatus"":""target""}",asdf,226
testing,67,2997-5a79f2b9-f154-4a47-8d0d-8b413461c60c,1.556671759286e+12,0,0,"{""url"":""COCO_val2014_000000485212.jpg"",""targetStatus"":""target""}",asdf,193
testing,41,4872-53ad30f2-9caa-4a16-b745-d17c4205f153,1.556672043414e+12,0,0,"{""url"":""COCO_val2014_000000174457.jpg"",""targetStatus"":""target""}",asdf,209
testing,40,6939-9d7bcafe-dae7-4b90-bfb0-33c4807dd78e,1.556672101028e+12,0,0,"{""url"":""COCO_val2014_000000195974.jpg"",""targetStatus"":""target""}",asdf,165
testing,75,7577-e82568f9-6958-4ca1-91fb-4bd9f8a52298,1.556672143636e+12,0,0,"{""url"":""COCO_val2014_000000577840.jpg"",""targetStatus"":""target""}",asdf,186
testing,64,6882-f043711e-2b4e-4b3f-84c1-71c41ded1eae,1.556672202223e+12,0,0,"{""url"":""COCO_val2014_000000350855.jpg"",""targetStatus"":""target""}",asdf,240
