iterationName,context_id,gameid,time,trialNum,repNum,targetImg,timeFromMessage,clickedObj,correct,fullContext
final-for-paper,75,4846-c5539802-ab3f-414e-88d3-2557fc34b34d,1.569865440744e+12,0,0,COCO_val2014_000000577840.jpg,8006,target,true,"[{""url"":""COCO_val2014_000000404476.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000293891.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000198234.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000577840.jpg"",""targetStatus"":""target""}]"
final-for-paper,75,4846-c5539802-ab3f-414e-88d3-2557fc34b34d,1.569865462961e+12,1,0,COCO_val2014_000000404476.jpg,2710,distr2,false,"[{""url"":""COCO_val2014_000000293891.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000577840.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000198234.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000404476.jpg"",""targetStatus"":""target""}]"
final-for-paper,75,4846-c5539802-ab3f-414e-88d3-2557fc34b34d,1.569865488816e+12,2,0,COCO_val2014_000000293891.jpg,4484,distr0,false,"[{""url"":""COCO_val2014_000000404476.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000577840.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000198234.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000293891.jpg"",""targetStatus"":""target""}]"
final-for-paper,75,5321-bada6fa5-7eda-4e53-8a06-396011200bb1,1.569865497313e+12,0,0,COCO_val2014_000000404476.jpg,9395,distr2,false,"[{""url"":""COCO_val2014_000000293891.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000577840.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000198234.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000404476.jpg"",""targetStatus"":""target""}]"
final-for-paper,75,4846-c5539802-ab3f-414e-88d3-2557fc34b34d,1.569865507283e+12,3,0,COCO_val2014_000000198234.jpg,4519,target,true,"[{""url"":""COCO_val2014_000000404476.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000293891.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000577840.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000198234.jpg"",""targetStatus"":""target""}]"
final-for-paper,75,5321-bada6fa5-7eda-4e53-8a06-396011200bb1,1.569865525284e+12,1,0,COCO_val2014_000000293891.jpg,2716,target,true,"[{""url"":""COCO_val2014_000000404476.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000577840.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000198234.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000293891.jpg"",""targetStatus"":""target""}]"
final-for-paper,75,4846-c5539802-ab3f-414e-88d3-2557fc34b34d,1.569865533832e+12,4,1,COCO_val2014_000000404476.jpg,4822,distr2,false,"[{""url"":""COCO_val2014_000000293891.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000577840.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000198234.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000404476.jpg"",""targetStatus"":""target""}]"
final-for-paper,75,5321-bada6fa5-7eda-4e53-8a06-396011200bb1,1.569865548389e+12,2,0,COCO_val2014_000000198234.jpg,4509,target,true,"[{""url"":""COCO_val2014_000000404476.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000293891.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000577840.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000198234.jpg"",""targetStatus"":""target""}]"
final-for-paper,75,4846-c5539802-ab3f-414e-88d3-2557fc34b34d,1.569865553168e+12,5,1,COCO_val2014_000000198234.jpg,5961,target,true,"[{""url"":""COCO_val2014_000000404476.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000293891.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000577840.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000198234.jpg"",""targetStatus"":""target""}]"
final-for-paper,75,5321-bada6fa5-7eda-4e53-8a06-396011200bb1,1.569865574046e+12,3,0,COCO_val2014_000000577840.jpg,5408,target,true,"[{""url"":""COCO_val2014_000000404476.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000293891.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000198234.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000577840.jpg"",""targetStatus"":""target""}]"
final-for-paper,75,4846-c5539802-ab3f-414e-88d3-2557fc34b34d,1.569865578831e+12,6,1,COCO_val2014_000000293891.jpg,8392,target,true,"[{""url"":""COCO_val2014_000000404476.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000577840.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000198234.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000293891.jpg"",""targetStatus"":""target""}]"
final-for-paper,75,5321-bada6fa5-7eda-4e53-8a06-396011200bb1,1.569865594298e+12,4,1,COCO_val2014_000000198234.jpg,4588,target,true,"[{""url"":""COCO_val2014_000000404476.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000293891.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000577840.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000198234.jpg"",""targetStatus"":""target""}]"
final-for-paper,75,4846-c5539802-ab3f-414e-88d3-2557fc34b34d,1.569865602203e+12,7,1,COCO_val2014_000000577840.jpg,4904,target,true,"[{""url"":""COCO_val2014_000000404476.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000293891.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000198234.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000577840.jpg"",""targetStatus"":""target""}]"
final-for-paper,75,5321-bada6fa5-7eda-4e53-8a06-396011200bb1,1.569865617086e+12,5,1,COCO_val2014_000000404476.jpg,5664,distr2,false,"[{""url"":""COCO_val2014_000000293891.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000577840.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000198234.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000404476.jpg"",""targetStatus"":""target""}]"
final-for-paper,75,4846-c5539802-ab3f-414e-88d3-2557fc34b34d,1.569865626942e+12,8,2,COCO_val2014_000000404476.jpg,4884,target,true,"[{""url"":""COCO_val2014_000000293891.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000577840.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000198234.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000404476.jpg"",""targetStatus"":""target""}]"
