iterationName,context_id,gameid,time,trialNum,repNum,targetImg,timeFromMessage,clickedObj,correct,fullContext
pilot0,68,0443-13705438-9a51-4cda-a0da-d3ca01918ceb,1.569374955949e+12,10,2,COCO_val2014_000000383322.jpg,4182,distr0,false,"[{""url"":""COCO_val2014_000000363922.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000001347.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000402623.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000383322.jpg"",""targetStatus"":""target""}]"
pilot0,68,0443-13705438-9a51-4cda-a0da-d3ca01918ceb,1.569374964425e+12,11,2,COCO_val2014_000000363922.jpg,1348,distr0,false,"[{""url"":""COCO_val2014_000000001347.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000402623.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000383322.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000363922.jpg"",""targetStatus"":""target""}]"
pilot0,68,0443-13705438-9a51-4cda-a0da-d3ca01918ceb,1.569374971457e+12,12,3,COCO_val2014_000000383322.jpg,1106,target,true,"[{""url"":""COCO_val2014_000000363922.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000001347.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000402623.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000383322.jpg"",""targetStatus"":""target""}]"
pilot0,68,0443-13705438-9a51-4cda-a0da-d3ca01918ceb,1.569374982931e+12,13,3,COCO_val2014_000000402623.jpg,1941,target,true,"[{""url"":""COCO_val2014_000000363922.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000001347.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000383322.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000402623.jpg"",""targetStatus"":""target""}]"
pilot0,68,0443-13705438-9a51-4cda-a0da-d3ca01918ceb,1.569374987449e+12,14,3,COCO_val2014_000000001347.jpg,1319,distr1,false,"[{""url"":""COCO_val2014_000000363922.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000402623.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000383322.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000001347.jpg"",""targetStatus"":""target""}]"
pilot0,68,0443-13705438-9a51-4cda-a0da-d3ca01918ceb,1.569374992585e+12,15,3,COCO_val2014_000000363922.jpg,904,target,true,"[{""url"":""COCO_val2014_000000001347.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000402623.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000383322.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000363922.jpg"",""targetStatus"":""target""}]"
pilot0,68,0443-13705438-9a51-4cda-a0da-d3ca01918ceb,1.569375003962e+12,16,4,COCO_val2014_000000383322.jpg,1548,distr1,false,"[{""url"":""COCO_val2014_000000363922.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000001347.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000402623.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000383322.jpg"",""targetStatus"":""target""}]"
pilot0,68,0443-13705438-9a51-4cda-a0da-d3ca01918ceb,1.569375008844e+12,17,4,COCO_val2014_000000001347.jpg,689,distr0,false,"[{""url"":""COCO_val2014_000000363922.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000402623.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000383322.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000001347.jpg"",""targetStatus"":""target""}]"
pilot0,68,0443-13705438-9a51-4cda-a0da-d3ca01918ceb,1.569375013037e+12,18,4,COCO_val2014_000000363922.jpg,647,distr1,false,"[{""url"":""COCO_val2014_000000001347.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000402623.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000383322.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000363922.jpg"",""targetStatus"":""target""}]"
pilot0,68,0443-13705438-9a51-4cda-a0da-d3ca01918ceb,1.569375018091e+12,19,4,COCO_val2014_000000402623.jpg,866,target,true,"[{""url"":""COCO_val2014_000000363922.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000001347.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000383322.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000402623.jpg"",""targetStatus"":""target""}]"
pilot0,68,0443-13705438-9a51-4cda-a0da-d3ca01918ceb,1.569375023204e+12,20,5,COCO_val2014_000000363922.jpg,738,target,true,"[{""url"":""COCO_val2014_000000001347.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000402623.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000383322.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000363922.jpg"",""targetStatus"":""target""}]"
pilot0,68,0443-13705438-9a51-4cda-a0da-d3ca01918ceb,1.569375027511e+12,21,5,COCO_val2014_000000383322.jpg,745,distr1,false,"[{""url"":""COCO_val2014_000000363922.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000001347.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000402623.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000383322.jpg"",""targetStatus"":""target""}]"
pilot0,68,0443-13705438-9a51-4cda-a0da-d3ca01918ceb,1.569375031986e+12,22,5,COCO_val2014_000000402623.jpg,721,target,true,"[{""url"":""COCO_val2014_000000363922.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000001347.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000383322.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000402623.jpg"",""targetStatus"":""target""}]"
pilot0,68,0443-13705438-9a51-4cda-a0da-d3ca01918ceb,1.569375036299e+12,23,5,COCO_val2014_000000001347.jpg,538,distr1,false,"[{""url"":""COCO_val2014_000000363922.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000402623.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000383322.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000001347.jpg"",""targetStatus"":""target""}]"
pilot0,94,6933-930ec315-e0cc-438e-8669-c5bc1964ef51,1.569375984281e+12,0,0,COCO_val2014_000000392320.jpg,2187,target,true,"[{""url"":""COCO_val2014_000000048475.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000359947.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000117352.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000392320.jpg"",""targetStatus"":""target""}]"
pilot0,94,6933-930ec315-e0cc-438e-8669-c5bc1964ef51,1.569375993015e+12,1,0,COCO_val2014_000000048475.jpg,2753,target,true,"[{""url"":""COCO_val2014_000000359947.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000392320.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000117352.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000048475.jpg"",""targetStatus"":""target""}]"
pilot0,94,6933-930ec315-e0cc-438e-8669-c5bc1964ef51,1.569376005962e+12,2,0,COCO_val2014_000000117352.jpg,1361,target,true,"[{""url"":""COCO_val2014_000000048475.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000359947.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000392320.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000117352.jpg"",""targetStatus"":""target""}]"
pilot0,94,6933-930ec315-e0cc-438e-8669-c5bc1964ef51,1.569376013439e+12,3,0,COCO_val2014_000000359947.jpg,1584,target,true,"[{""url"":""COCO_val2014_000000048475.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000392320.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000117352.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000359947.jpg"",""targetStatus"":""target""}]"
pilot0,94,6933-930ec315-e0cc-438e-8669-c5bc1964ef51,1.569376022586e+12,4,1,COCO_val2014_000000117352.jpg,1540,target,true,"[{""url"":""COCO_val2014_000000048475.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000359947.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000392320.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000117352.jpg"",""targetStatus"":""target""}]"
pilot0,94,6933-930ec315-e0cc-438e-8669-c5bc1964ef51,1.569376030201e+12,5,1,COCO_val2014_000000359947.jpg,1869,target,true,"[{""url"":""COCO_val2014_000000048475.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000392320.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000117352.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000359947.jpg"",""targetStatus"":""target""}]"
pilot0,94,6933-930ec315-e0cc-438e-8669-c5bc1964ef51,1.569376038833e+12,6,1,COCO_val2014_000000392320.jpg,1353,target,true,"[{""url"":""COCO_val2014_000000048475.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000359947.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000117352.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000392320.jpg"",""targetStatus"":""target""}]"
pilot0,94,6933-930ec315-e0cc-438e-8669-c5bc1964ef51,1.569376045277e+12,7,1,COCO_val2014_000000048475.jpg,1509,target,true,"[{""url"":""COCO_val2014_000000359947.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000392320.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000117352.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000048475.jpg"",""targetStatus"":""target""}]"
pilot0,94,6933-930ec315-e0cc-438e-8669-c5bc1964ef51,1.569376057131e+12,8,2,COCO_val2014_000000117352.jpg,2370,target,true,"[{""url"":""COCO_val2014_000000048475.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000359947.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000392320.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000117352.jpg"",""targetStatus"":""target""}]"
pilot0,94,6933-930ec315-e0cc-438e-8669-c5bc1964ef51,1.569376065542e+12,9,2,COCO_val2014_000000359947.jpg,1351,target,true,"[{""url"":""COCO_val2014_000000048475.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000392320.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000117352.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000359947.jpg"",""targetStatus"":""target""}]"
pilot0,94,6933-930ec315-e0cc-438e-8669-c5bc1964ef51,1.569376072122e+12,10,2,COCO_val2014_000000048475.jpg,1472,target,true,"[{""url"":""COCO_val2014_000000359947.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000392320.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000117352.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000048475.jpg"",""targetStatus"":""target""}]"
pilot0,94,6933-930ec315-e0cc-438e-8669-c5bc1964ef51,1.569376079283e+12,11,2,COCO_val2014_000000392320.jpg,1482,target,true,"[{""url"":""COCO_val2014_000000048475.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000359947.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000117352.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000392320.jpg"",""targetStatus"":""target""}]"
pilot0,94,6933-930ec315-e0cc-438e-8669-c5bc1964ef51,1.569376086321e+12,12,3,COCO_val2014_000000117352.jpg,2686,target,true,"[{""url"":""COCO_val2014_000000048475.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000359947.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000392320.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000117352.jpg"",""targetStatus"":""target""}]"
pilot0,94,6933-930ec315-e0cc-438e-8669-c5bc1964ef51,1.569376098232e+12,13,3,COCO_val2014_000000392320.jpg,7071,target,true,"[{""url"":""COCO_val2014_000000048475.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000359947.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000117352.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000392320.jpg"",""targetStatus"":""target""}]"
pilot0,94,6933-930ec315-e0cc-438e-8669-c5bc1964ef51,1.569376110581e+12,14,3,COCO_val2014_000000359947.jpg,7256,target,true,"[{""url"":""COCO_val2014_000000048475.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000392320.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000117352.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000359947.jpg"",""targetStatus"":""target""}]"
pilot0,94,6933-930ec315-e0cc-438e-8669-c5bc1964ef51,1.569376136394e+12,15,3,COCO_val2014_000000048475.jpg,20928,target,true,"[{""url"":""COCO_val2014_000000359947.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000392320.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000117352.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000048475.jpg"",""targetStatus"":""target""}]"
pilot0,94,6933-930ec315-e0cc-438e-8669-c5bc1964ef51,1.569376149774e+12,16,4,COCO_val2014_000000117352.jpg,8577,target,true,"[{""url"":""COCO_val2014_000000048475.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000359947.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000392320.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000117352.jpg"",""targetStatus"":""target""}]"
pilot0,94,6933-930ec315-e0cc-438e-8669-c5bc1964ef51,1.569376161715e+12,17,4,COCO_val2014_000000392320.jpg,7503,target,true,"[{""url"":""COCO_val2014_000000048475.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000359947.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000117352.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000392320.jpg"",""targetStatus"":""target""}]"
pilot0,94,6933-930ec315-e0cc-438e-8669-c5bc1964ef51,1.569376169471e+12,18,4,COCO_val2014_000000048475.jpg,1440,target,true,"[{""url"":""COCO_val2014_000000359947.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000392320.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000117352.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000048475.jpg"",""targetStatus"":""target""}]"
pilot0,94,6933-930ec315-e0cc-438e-8669-c5bc1964ef51,1.569376187417e+12,19,4,COCO_val2014_000000359947.jpg,8232,target,true,"[{""url"":""COCO_val2014_000000048475.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000392320.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000117352.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000359947.jpg"",""targetStatus"":""target""}]"
pilot0,94,6933-930ec315-e0cc-438e-8669-c5bc1964ef51,1.569376194685e+12,20,5,COCO_val2014_000000117352.jpg,2395,target,true,"[{""url"":""COCO_val2014_000000048475.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000359947.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000392320.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000117352.jpg"",""targetStatus"":""target""}]"
pilot0,94,6933-930ec315-e0cc-438e-8669-c5bc1964ef51,1.569376222826e+12,21,5,COCO_val2014_000000359947.jpg,21680,target,true,"[{""url"":""COCO_val2014_000000048475.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000392320.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000117352.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000359947.jpg"",""targetStatus"":""target""}]"
pilot0,94,6933-930ec315-e0cc-438e-8669-c5bc1964ef51,1.569376229553e+12,22,5,COCO_val2014_000000392320.jpg,2111,target,true,"[{""url"":""COCO_val2014_000000048475.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000359947.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000117352.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000392320.jpg"",""targetStatus"":""target""}]"
pilot0,94,6933-930ec315-e0cc-438e-8669-c5bc1964ef51,1.569376236744e+12,23,5,COCO_val2014_000000048475.jpg,2643,target,true,"[{""url"":""COCO_val2014_000000359947.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000392320.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000117352.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000048475.jpg"",""targetStatus"":""target""}]"
pilot1,16,7954-a3e02357-41bf-43db-a44f-90093c66a8ad,1.569424739562e+12,0,0,COCO_val2014_000000389340.jpg,2723,target,true,"[{""url"":""COCO_val2014_000000256180.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000125539.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000182849.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000389340.jpg"",""targetStatus"":""target""}]"
pilot1,16,7954-a3e02357-41bf-43db-a44f-90093c66a8ad,1.569424757022e+12,1,0,COCO_val2014_000000182849.jpg,1632,target,true,"[{""url"":""COCO_val2014_000000256180.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000389340.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000125539.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000182849.jpg"",""targetStatus"":""target""}]"
pilot1,16,7954-a3e02357-41bf-43db-a44f-90093c66a8ad,1.569424769508e+12,2,0,COCO_val2014_000000256180.jpg,1504,target,true,"[{""url"":""COCO_val2014_000000389340.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000125539.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000182849.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000256180.jpg"",""targetStatus"":""target""}]"
pilot1,16,7954-a3e02357-41bf-43db-a44f-90093c66a8ad,1.569424781917e+12,3,0,COCO_val2014_000000125539.jpg,1399,target,true,"[{""url"":""COCO_val2014_000000256180.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000389340.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000182849.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000125539.jpg"",""targetStatus"":""target""}]"
pilot1,16,7954-a3e02357-41bf-43db-a44f-90093c66a8ad,1.569424792181e+12,4,1,COCO_val2014_000000182849.jpg,1352,target,true,"[{""url"":""COCO_val2014_000000256180.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000389340.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000125539.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000182849.jpg"",""targetStatus"":""target""}]"
pilot1,16,7954-a3e02357-41bf-43db-a44f-90093c66a8ad,1.569424808742e+12,5,1,COCO_val2014_000000256180.jpg,1486,target,true,"[{""url"":""COCO_val2014_000000389340.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000125539.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000182849.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000256180.jpg"",""targetStatus"":""target""}]"
pilot1,16,7954-a3e02357-41bf-43db-a44f-90093c66a8ad,1.569424818608e+12,6,1,COCO_val2014_000000389340.jpg,1321,target,true,"[{""url"":""COCO_val2014_000000256180.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000125539.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000182849.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000389340.jpg"",""targetStatus"":""target""}]"
pilot1,16,7954-a3e02357-41bf-43db-a44f-90093c66a8ad,1.569424826573e+12,7,1,COCO_val2014_000000125539.jpg,1116,target,true,"[{""url"":""COCO_val2014_000000256180.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000389340.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000182849.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000125539.jpg"",""targetStatus"":""target""}]"
pilot1,16,7954-a3e02357-41bf-43db-a44f-90093c66a8ad,1.569424835404e+12,8,2,COCO_val2014_000000182849.jpg,1205,target,true,"[{""url"":""COCO_val2014_000000256180.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000389340.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000125539.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000182849.jpg"",""targetStatus"":""target""}]"
pilot1,16,7954-a3e02357-41bf-43db-a44f-90093c66a8ad,1.569424843374e+12,9,2,COCO_val2014_000000389340.jpg,1120,target,true,"[{""url"":""COCO_val2014_000000256180.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000125539.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000182849.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000389340.jpg"",""targetStatus"":""target""}]"
pilot1,16,7954-a3e02357-41bf-43db-a44f-90093c66a8ad,1.569424852621e+12,10,2,COCO_val2014_000000256180.jpg,1337,target,true,"[{""url"":""COCO_val2014_000000389340.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000125539.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000182849.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000256180.jpg"",""targetStatus"":""target""}]"
pilot1,16,7954-a3e02357-41bf-43db-a44f-90093c66a8ad,1.569424859686e+12,11,2,COCO_val2014_000000125539.jpg,946,target,true,"[{""url"":""COCO_val2014_000000256180.jpg"",""targetStatus"":""distr2""},{""url"":""COCO_val2014_000000389340.jpg"",""targetStatus"":""distr1""},{""url"":""COCO_val2014_000000182849.jpg"",""targetStatus"":""distr0""},{""url"":""COCO_val2014_000000125539.jpg"",""targetStatus"":""target""}]"
